query_seq	what_def	kid	pathway	family	genus_sp
lcl|FLDA00M01DEOGJ	replication factor C subunit 3/5	K10756	DNA replication	bacillariaceae	Phaeodactylum
lcl|FLDA00M01DEXUI	EF containing protein	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DF6Q9	S-adenosylmethionine synthetase	K00789	Cysteine and methionine metabolism	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M01DFDRJ	pyruvate dehydrogenase E2 component (dihydrolipoamide	K00627	Glycolysis / Gluconeogenesis	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DFG29	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DFP1R	small subunit ribosomal protein S15Ae	K02957	Ribosome	bacillariaceae	Phaeodactylum
lcl|FLDA00M01DFS4X	stress-induced-phosphoprotein 1	K09553	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DFVNP	BIP3; luminal binding protein	NA	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M01DFW8H	small subunit ribosomal protein S8e	K02995	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DFWPY	nascent polypeptide-associated complex subunit beta	K01527	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DG168	large subunit ribosomal protein L6e	K02934	Ribosome	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M01DGF21	ubiquitin C	K08770	PPAR signaling pathway	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DGH67	small subunit ribosomal protein S16e	K02960	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DGIEL	dihydrolipoamide dehydrogenase	K00382	Glycolysis / Gluconeogenesis	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DGM74	queuine tRNA-ribosyltransferase	NA	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DGMT3	3-isopropylmalate dehydrogenase	K00052	"Valine, leucine and isoleucine biosynthesis"	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DGR91	lcl|tps:THAPSDRAFT_10136	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DGV1P	large subunit ribosomal protein L13Ae	K02872	Ribosome	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M01DGVB5	adenosine kinase	K00856	Purine metabolism	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DGYNP	transketolase	K00615	Pentose phosphate pathway	bacillariaceae	Phaeodactylum
lcl|FLDA00M01DH055	large subunit ribosomal protein L3e	K02925	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DH1HR	aspartyl-tRNA synthetase	K01876	Aminoacyl-tRNA biosynthesis	bacillariaceae	Phaeodactylum
lcl|FLDA00M01DH1KQ	ribulose-phosphate 3-epimerase	K01783	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DH4EE	cobaltochelatase CobN	K02230	Porphyrin and chlorophyll metabolism	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DH9DU	large subunit ribosomal protein L12e	K02870	Ribosome	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M01DHAX8	large subunit ribosomal protein L24e	K02896	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DHEAG	elongation factor EF-1 alpha subunit	K03231	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DHG1A	photosystem II oxygen-evolving complex 23kDa protein	K02717	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DHQ7J	ornithine carbamoyltransferase	K00611	Arginine and proline metabolism	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DHSRZ	large subunit ribosomal protein L31e	K02910	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DHXZV	lcl|pti:PHATRDRAFT_47413	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DI1FO	lcl|pti:PHATRDRAFT_33839*	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DI2GP	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DI2R3	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DIJZ1	lcl|pti:PHATRDRAFT_45016*	NA	NA	bacillariaceae	Phaeodactylum
lcl|FLDA00M01DIKOL	glutamyl-tRNA synthetase	K01885	Porphyrin and chlorophyll metabolism	bacillariaceae	Phaeodactylum
lcl|FLDA00M01DIQWF	magnesium chelatase	K03403	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DIVGP	Ras-related protein Rab-1A	K07874	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DIY38	5-methlytetrahydropteroyltriglutamate-homocysteine methyltransferease	NA	NA	bacillariaceae	Phaeodactylum
lcl|FLDA00M01DJ008	ferredoxin component	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DJ4W5	NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:1.6.5.3 1.6.99.3]	K03940	Oxidative phosphorylation	bacillariaceae	Thalassiosira
lcl|FLDA00M01DJESD	"glutamate-1-semialdehyde 2,1-aminomutase"	K01845	Porphyrin and chlorophyll metabolism	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DJHH8	pyruvate carboxylase subunit A	K01959	Citrate cycle (TCA cycle)	bacillariaceae	Phaeodactylum
lcl|FLDA00M01DJJN1	acnB; aconitase hydratase 2 (EC:4.2.1.3)	NA	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M01DJL07	enolase	K01689	Glycolysis / Gluconeogenesis	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DJLGJ	cytochrome c	K08738	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DJQ5E	nuclear LIM factor interactor-interacting protein	NA	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M01DJX6Z	valyl-tRNA synthetase	K01873	"Valine, leucine and isoleucine biosynthesis"	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DK63X	translation initiation factor eIF-4A	K03257	NA	bacillariaceae	Pseudo-nitzschia australis
lcl|FLDA00M01DK6CV	large subunit ribosomal protein L38e	K02923	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DK81M	cytochrome b6-f complex iron-sulfur subunit	K02636	Photosynthesis	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DK9T3	fatty acid desaturase 3 (delta-6 desaturase)	K10225	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DKAKG	large subunit ribosomal protein L10e	K02866	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DKB23	voltage-dependent anion channel	K05862	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DKBHA	flavodoxin I	K03839	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DKDLX	V-type H+-transporting ATPase subunit E	K02150	Oxidative phosphorylation	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DKEF0	large subunit ribosomal protein L32e	K02912	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DKKCQ	flavodoxin I	K03839	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DKOGE	3-oxoacyl-[acyl-carrier-protein] synthase II	K09458	NA	bacillariaceae	Phaeodactylum
lcl|FLDA00M01DKOPO	small subunit ribosomal protein S5e	K02989	Ribosome	bacillariaceae	Pseudo-nitzschia australis
lcl|FLDA00M01DKP31	translation initiation factor eIF-4A	K03257	NA	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M01DKQQB	large subunit ribosomal protein LP0	K02941	Ribosome	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M01DKU3S	photosystem II PsbO protein	K02716	Photosynthesis	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DKUFY	V-type H+-transporting ATPase subunit I	K02154	Oxidative phosphorylation	bacillariaceae	Phaeodactylum
lcl|FLDA00M01DKXGQ	small subunit ribosomal protein S2e	K02981	Ribosome	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DL4LC	small subunit ribosomal protein S14e	K02955	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DLB0E	heat shock 70kDa protein 1/8	K03283	Spliceosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DLBZS	dihydrolipoamide dehydrogenase	K00382	Glycolysis / Gluconeogenesis	bacillariaceae	Thalassiosira
lcl|FLDA00M01DLDHK	citrate synthase	K01647	Citrate cycle (TCA cycle)	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DLDIQ	sulfate adenylyltransferase	K00958	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DLG47	actin beta/gamma 1	K05692	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DLGAA	translation initiation factor eIF-4A	K03257	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DLO6S	elongation factor EF-1 alpha subunit	K03231	NA	bacillariaceae	Phaeodactylum
lcl|FLDA00M01DLPMZ	small subunit ribosomal protein S29e	K02980	Ribosome	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DLSNQ	aspartyl-tRNA synthetase	K01876	Aminoacyl-tRNA biosynthesis	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DLWWB	large subunit ribosomal protein L7e	K02937	Ribosome	bacillariaceae	Phaeodactylum
lcl|FLDA00M01DLY2S	lcl|pti:PHATRDRAFT_12544	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DLZ67	light-harvesting complex I chlorophyll a/b binding protein 1	K08907	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DM4BH	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DM66U	large subunit ribosomal protein L5e	K02932	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DM6DB	small subunit ribosomal protein S19e	K02966	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DM9IM	lcl|tps:THAPSDRAFT_38473	NA	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DMB1A	glycine hydroxymethyltransferase	K00600	"Glycine, serine and threonine metabolism"	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DMB2T	large subunit ribosomal protein L7Ae	K02936	Ribosome	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DMBL8	lcl|pti:PHATRDRAFT_4413	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DMCH4	sulfoquinovosyltransferase	K06119	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DME82	lcl|pti:PHATRDRAFT_44423*	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DMJRM	"fructose-bisphosphate aldolase, class II"	K01624	Glycolysis / Gluconeogenesis	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DMR4N	lcl|pti:PHATRDRAFT_11843	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DMV1T	"two-component system, OmpR family, aerobic respiration control"	K07648	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DMXC6	translation initiation factor eIF-1A	K03236	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DN2KQ	large subunit ribosomal protein L34e	K02915	Ribosome	bacillariaceae	Thalassiosira
lcl|FLDA00M01DN2UH	aminotransferase (EC:2.6.1.- 2.6.1.64)	NA	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M01DN503	elongation factor EF-1 alpha subunit	K03231	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DNJ1E	molecular chaperone HtpG	K04079	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DNWIV	tubulin alpha	K07374	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DNWJB	small subunit ribosomal protein S16e	K02960	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DO2IO	large subunit ribosomal protein L39e	K02924	Ribosome	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DOH62	T-complex protein 1 subunit delta	K09496	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DOLGQ	ketol-acid reductoisomerase	K00053	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DON9P	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DOPRD	large subunit ribosomal protein L15	K02876	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DOTKD	V-type H+-transporting ATPase subunit E	K02150	Oxidative phosphorylation	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DOVWH	protein transport protein SEC61 subunit alpha	K10956	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DOXOL	glyceraldehyde 3-phosphate dehydrogenase	K00134	Glycolysis / Gluconeogenesis	bacillariaceae	Phaeodactylum
lcl|FLDA00M01DP040	"glutamate-1-semialdehyde 2,1-aminomutase"	K01845	Porphyrin and chlorophyll metabolism	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DP0HE	heat shock 70kDa protein 5	K09490	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DPAX2	tubulin alpha	K07374	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DPFVJ	large subunit ribosomal protein L8e	K02938	Ribosome	bacillariaceae	Thalassiosira
lcl|FLDA00M01DPGJQ	V-type H+-transporting ATPase subunit A	K02145	Oxidative phosphorylation	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DPGZ7	translation initiation factor eIF-4A	K03257	NA	bacillariaceae	Pseudo-nitzschia australis
lcl|FLDA00M01DPJ1P	tetrapyrrole-binding protein	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DPKEP	ribonucleoside-diphosphate reductase subunit M1	K10807	Purine metabolism	bacillariaceae	Thalassiosira
lcl|FLDA00M01DPLWU	asparagine synthase (glutamine-hydrolysing)	K01953	"Alanine, aspartate and glutamate metabolism"	bacillariaceae	Pseudo-nitzschia australis
lcl|FLDA00M01DPMG4	large subunit ribosomal protein L5e	K02932	Ribosome	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DPP0S	large subunit ribosomal protein L4e	K02930	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DPP1J	small subunit ribosomal protein SAe	K02998	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DPPZR	translation initiation factor SUI1	K03113	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DPQT7	large subunit ribosomal protein L36e	K02920	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DQ787	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	K00919	Terpenoid backbone biosynthesis	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DQ7SC	large subunit ribosomal protein L10Ae	K02865	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DQ8J6	"3,8-divinyl protochlorophyllide a 8-vinyl reductase, putative chloroplast precursor"	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DQ8TY	"coatomer protein complex, subunit alpha (xenin)"	K05236	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DQ964	magnesium chelatase	K03403	NA	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M01DQCXP	glyceraldehyde 3-phosphate dehydrogenase	K00134	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M01DQDI3	lcl|tps:THAPSDRAFT_22863	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DQEUL	large subunit ribosomal protein L8e	K02938	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DQGCF	isocitrate dehydrogenase (NAD+)	K00030	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DQV13	magnesium chelatase subunit ChlD	K03404	Porphyrin and chlorophyll metabolism	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DQVPW	large subunit ribosomal protein L10e	K02866	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M01DQZHC	small subunit ribosomal protein S7e	K02993	NA	bacillariaceae	Pseudo-nitzschia australis
lcl|FLDA00M01DR35F	AFG3 family protein	K08956	NA	bacillariaceae	Phaeodactylum
lcl|FLDA00M01DR3RC	aldose-1-epimerase	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DR4OB	light-harvesting complex I chlorophyll a/b binding protein 1	K08907	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DR679	carbonic anhydrase	K01672	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DR7A1	geranylgeranyl reductase	K10960	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DR7XP	lcl|pti:PHATR_44229	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DR96B	ketol-acid reductoisomerase	K00053	NA	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M01DRAWR	V-type H+-transporting ATPase subunit A	K02117	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DRE4T	lcl|pti:PHATR_33530	NA	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DREEB	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DRH3M	small subunit ribosomal protein SAe	K02998	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DRKQ9	Tubulin alpha chain	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DRRHA	light-harvesting complex I chlorophyll a/b binding protein 1	K08907	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DRXO2	F-type H+-transporting ATPase subunit gamma	K02115	Oxidative phosphorylation	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DS13U	large subunit ribosomal protein L10Ae	K02865	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M01DS3KN	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DS3YN	enoyl-[acyl-carrier protein] reductase I	K00208	Fatty acid biosynthesis	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DSAG9	AMT2; ammonium transporter	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DSAT2	large subunit ribosomal protein L9e	K02940	Ribosome	bacillariaceae	Phaeodactylum
lcl|FLDA00M01DSB54	elongation factor EF-1 alpha subunit	K03231	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DSG48	lcl|pti:PHATRDRAFT_46281*	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DSHE1	asparagine synthase (glutamine-hydrolysing)	K01953	"Alanine, aspartate and glutamate metabolism"	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DSJ6L	S-adenosylmethionine synthetase	K00789	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DSJ6Q	transducin (beta)-like 1	K04508	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DSM9T	flavodoxin I	K03839	NA	bacillariaceae	Phaeodactylum
lcl|FLDA00M01DSOA7	lcl|pti:PHATRDRAFT_12887	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DSP56	large subunit ribosomal protein L37Ae	K02921	Ribosome	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DSPF3	lcl|pti:PHATR_13261	NA	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DSS3J	magnesium chelatase	K03403	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DSSO8	calmodulin	K02183	Phosphatidylinositol signaling system	bacillariaceae	Thalassiosira
lcl|FLDA00M01DSUPO	luminal binding protein	NA	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DSXJO	translation initiation factor SUI1	K03113	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DSXW0	large subunit ribosomal protein L26e	K02898	Ribosome	bacillariaceae	Thalassiosira
lcl|FLDA00M01DSY4U	F-type H+-transporting ATPase subunit gamma	K02115	Oxidative phosphorylation	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DSY6I	actin beta/gamma 1	K05692	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DT0ZI	adenosylhomocysteinase	K01251	Cysteine and methionine metabolism	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DT41R	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DT4LZ	nitrate reductase (NADH)	K00360	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DT6HP	ubiquitin C	K08770	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DT830	small subunit ribosomal protein S16e	K02960	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DTCFI	small subunit ribosomal protein S20e	K02969	Ribosome	bacillariaceae	Thalassiosira
lcl|FLDA00M01DTCS2	large subunit ribosomal protein L3e	K02925	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DTEZW	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DTHHV	glutathione reductase (NADPH)	K00383	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DTLWN	molecular chaperone DnaK	K04043	RNA degradation	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DTMLH	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DTRVB	magnesium chelatase	K03403	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DTUIS	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DTV2F	ubiquitin carboxyl-terminal hydrolase 5/13	K11836	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M01DTVGO	carbamoyl-phosphate synthase	K01954	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DU4IR	translation initiation factor eIF-4A	K03257	NA	bacillariaceae	Pseudo-nitzschia australis
lcl|FLDA00M01DU5MR	large subunit ribosomal protein L34e	K02915	Ribosome	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DU96V	cysteine synthase A	K01738	Cysteine and methionine metabolism	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DUG03	glyceraldehyde 3-phosphate dehydrogenase	K00134	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DUKJJ	ubiquitin-conjugating enzyme E2 I	K10577	Ubiquitin mediated proteolysis	bacillariaceae	Thalassiosira
lcl|FLDA00M01DUQG5	T-complex protein 1 subunit delta	K09496	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M01DUU78	inorganic pyrophosphatase	K01507	Oxidative phosphorylation	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DUY6J	V-type H+-transporting ATPase subunit B	K02147	Oxidative phosphorylation	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M01DV46P	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Fragilariopsis
lcl|FLDA00M01DV6U2	elongation factor EF-1 alpha subunit	K03231	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DVDW6	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Thalassiosira
lcl|FLDA00M01DVLR5	large subunit ribosomal protein L39e	K02924	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DVNL9	small subunit ribosomal protein S4e	K02987	Ribosome	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DVOY6	large subunit ribosomal protein L21e	K02889	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M01DVP3V	AP-1 complex subunit beta-1	K12392	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M01DVQDQ	transketolase	K00615	NA	bacillariaceae	Pseudo-nitzschia granii
